frame.time_epoch,frame.time_delta,frame.len,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,tcp.len,label
"1765647497.942379663","0.995618412","98","1",,,,,0
"1765647497.944275961","0.001896298","98","1",,,,,0
"1765647498.942656514","0.998380553","98","1",,,,,0
"1765647498.944131205","0.001474691","98","1",,,,,0
"1765647499.945159197","1.001027992","98","1",,,,,0
"1765647499.946704178","0.001544981","98","1",,,,,0
"1765647500.947648039","1.000943861","98","1",,,,,0
"1765647500.949439740","0.001791701","98","1",,,,,0
"1765647501.950223133","1.000783393","98","1",,,,,0
"1765647501.951934725","0.001711592","98","1",,,,,0
"1765647502.952708671","1.000773946","98","1",,,,,0
"1765647502.954772387","0.002063716","98","1",,,,,0
"1765647503.953958270","0.999185883","98","1",,,,,0
"1765647503.956272921","0.002314651","98","1",,,,,0
"1765647504.955992782","0.999719861","98","1",,,,,0
"1765647504.958095607","0.002102825","98","1",,,,,0
"1765647505.957567792","0.999472185","98","1",,,,,0
"1765647505.958993736","0.001425944","98","1",,,,,0
"1765647506.960193030","1.001199294","98","1",,,,,0
"1765647506.962141141","0.001948111","98","1",,,,,0
"1765647507.962107608","0.999966467","98","1",,,,,0
"1765647507.963689484","0.001581876","98","1",,,,,0
"1765647508.964621386","1.000931902","98","1",,,,,0
"1765647508.966658979","0.002037593","98","1",,,,,0
"1765647509.966206450","0.999547471","98","1",,,,,0
"1765647509.967811446","0.001604996","98","1",,,,,0
"1765647510.968680823","1.000869377","98","1",,,,,0
"1765647510.970193074","0.001512251","98","1",,,,,0
"1765647511.970008570","0.999815496","98","1",,,,,0
"1765647511.971667355","0.001658785","98","1",,,,,0
"1765647512.971488688","0.999821333","98","1",,,,,0
"1765647512.973196665","0.001707977","98","1",,,,,0
"1765647513.973482573","1.000285908","98","1",,,,,0
"1765647513.975267079","0.001784506","98","1",,,,,0
"1765647514.974630118","0.999363039","98","1",,,,,0
"1765647514.976416174","0.001786056","98","1",,,,,0
"1765647515.976148178","0.999732004","98","1",,,,,0
"1765647515.977973605","0.001825427","98","1",,,,,0
"1765647516.977648820","0.999675215","98","1",,,,,0
"1765647516.980565678","0.002916858","98","1",,,,,0
"1765647517.967821394","0.987255716","60",,,,,,0
"1765647517.967839369","0.000017975","42",,,,,,0
"1765647517.979836620","0.011997251","98","1",,,,,0
"1765647517.981302579","0.001465959","98","1",,,,,0
"1765647518.982245269","1.000942690","98","1",,,,,0
"1765647518.984459304","0.002214035","98","1",,,,,0
"1765647519.984520321","1.000061017","98","1",,,,,0
"1765647519.986351856","0.001831535","98","1",,,,,0
"1765647520.986249322","0.999897466","98","1",,,,,0
"1765647520.987836041","0.001586719","98","1",,,,,0
"1765647521.987294456","0.999458415","98","1",,,,,0
"1765647521.988829700","0.001535244","98","1",,,,,0
"1765647522.189903028","0.201073328","42",,,,,,0
"1765647522.192411595","0.002508567","60",,,,,,0
"1765647522.989137811","0.796726216","98","1",,,,,0
"1765647522.991382660","0.002244849","98","1",,,,,0
"1765647523.991688980","1.000306320","98","1",,,,,0
"1765647523.993313525","0.001624545","98","1",,,,,0
"1765647524.993342473","1.000028948","98","1",,,,,0
"1765647524.995288235","0.001945762","98","1",,,,,0
"1765647525.993986380","0.998698145","98","1",,,,,0
"1765647525.995467993","0.001481613","98","1",,,,,0
"1765647526.995819555","1.000351562","98","1",,,,,0
"1765647526.997725266","0.001905711","98","1",,,,,0
"1765647527.998014785","1.000289519","98","1",,,,,0
"1765647527.999687657","0.001672872","98","1",,,,,0
"1765647528.999891147","1.000203490","98","1",,,,,0
"1765647529.002087089","0.002195942","98","1",,,,,0
"1765647530.001523066","0.999435977","98","1",,,,,0
"1765647530.003654909","0.002131843","98","1",,,,,0
"1765647531.003731216","1.000076307","98","1",,,,,0
"1765647531.005167649","0.001436433","98","1",,,,,0
"1765647532.005362359","1.000194710","98","1",,,,,0
"1765647532.006748613","0.001386254","98","1",,,,,0
"1765647533.007850644","1.001102031","98","1",,,,,0
"1765647533.010811386","0.002960742","98","1",,,,,0
"1765647534.010013937","0.999202551","98","1",,,,,0
"1765647534.011466527","0.001452590","98","1",,,,,0
"1765647535.012013849","1.000547322","98","1",,,,,0
"1765647535.014104501","0.002090652","98","1",,,,,0
"1765647536.014013339","0.999908838","98","1",,,,,0
"1765647536.015457483","0.001444144","98","1",,,,,0
"1765647537.016506566","1.001049083","98","1",,,,,0
"1765647537.018549429","0.002042863","98","1",,,,,0
"1765647538.018142320","0.999592891","98","1",,,,,0
"1765647538.019635553","0.001493233","98","1",,,,,0
"1765647539.019998303","1.000362750","98","1",,,,,0
"1765647539.022116038","0.002117735","98","1",,,,,0
"1765647540.021973865","0.999857827","98","1",,,,,0
"1765647540.023642847","0.001668982","98","1",,,,,0
"1765647541.024298607","1.000655760","98","1",,,,,0
"1765647541.026870593","0.002571986","98","1",,,,,0
"1765647542.026126648","0.999256055","98","1",,,,,0
"1765647542.027737637","0.001610989","98","1",,,,,0
"1765647543.028338014","1.000600377","98","1",,,,,0
"1765647543.031161642","0.002823628","98","1",,,,,0
"1765647544.030085846","0.998924204","98","1",,,,,0
"1765647544.031608249","0.001522403","98","1",,,,,0
"1765647545.032608961","1.001000712","98","1",,,,,0
"1765647545.034778500","0.002169539","98","1",,,,,0
"1765647546.034248378","0.999469878","98","1",,,,,0
"1765647546.037267983","0.003019605","98","1",,,,,0
"1765647547.035811736","0.998543753","98","1",,,,,0
"1765647547.038001428","0.002189692","98","1",,,,,0
"1765647548.028208595","0.990207167","60",,,,,,0
"1765647548.028226173","0.000017578","42",,,,,,0
"1765647548.037182538","0.008956365","98","1",,,,,0
"1765647548.038646095","0.001463557","98","1",,,,,0
"1765647549.038319394","0.999673299","98","1",,,,,0
"1765647549.039744013","0.001424619","98","1",,,,,0
"1765647550.040264965","1.000520952","98","1",,,,,0
"1765647550.042084472","0.001819507","98","1",,,,,0
"1765647551.041992315","0.999907843","98","1",,,,,0
"1765647551.043596489","0.001604174","98","1",,,,,0
"1765647552.045380404","1.001783915","98","1",,,,,0
"1765647552.049423801","0.004043397","98","1",,,,,0
"1765647553.047853949","0.998430148","98","1",,,,,0
"1765647553.052157736","0.004303787","98","1",,,,,0
"1765647553.166992309","0.114834573","42",,,,,,0
"1765647553.168927183","0.001934874","60",,,,,,0
"1765647554.050296988","0.881369805","98","1",,,,,0
"1765647554.053191149","0.002894161","98","1",,,,,0
"1765647555.051608302","0.998417153","98","1",,,,,0
"1765647555.052876803","0.001268501","98","1",,,,,0
"1765647556.053668342","1.000791539","98","1",,,,,0
"1765647556.055435893","0.001767551","98","1",,,,,0
"1765647557.054128585","0.998692692","98","1",,,,,0
"1765647557.055582837","0.001454252","98","1",,,,,0
"1765647558.056238855","1.000656018","98","1",,,,,0
"1765647558.058507760","0.002268905","98","1",,,,,0
"1765647559.058536509","1.000028749","98","1",,,,,0
"1765647559.063381384","0.004844875","98","1",,,,,0
"1765647560.060773511","0.997392127","98","1",,,,,0
"1765647560.062517971","0.001744460","98","1",,,,,0
"1765647561.062233231","0.999715260","98","1",,,,,0
"1765647561.063753183","0.001519952","98","1",,,,,0
"1765647562.064814183","1.001061000","98","1",,,,,0
"1765647562.066068136","0.001253953","98","1",,,,,0
"1765647563.067015185","1.000947049","98","1",,,,,0
"1765647563.072507635","0.005492450","98","1",,,,,0
"1765647564.068293981","0.995786346","98","1",,,,,0
"1765647564.070566528","0.002272547","98","1",,,,,0
"1765647565.069954626","0.999388098","98","1",,,,,0
"1765647565.072408381","0.002453755","98","1",,,,,0
"1765647566.071818499","0.999410118","98","1",,,,,0
"1765647566.073326253","0.001507754","98","1",,,,,0
"1765647567.072260341","0.998934088","98","1",,,,,0
"1765647567.074375802","0.002115461","98","1",,,,,0
"1765647568.072839116","0.998463314","98","1",,,,,0
"1765647568.074782504","0.001943388","98","1",,,,,0
"1765647569.074234177","0.999451673","98","1",,,,,0
