frame.time_epoch,frame.time_delta,frame.time_relative,frame.len,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,tcp.len,tcp.stream,tcp.window_size,label
"1766001143.057709046","0.000024109","1156.233687163","66","6","52716","80","0x0010","0","48","64000",0
"1766001144.398001282","1.340292236","1157.573979399","74","6","52724","80","0x0002","0","49","64240",0
"1766001144.399389317","0.001388035","1157.575367434","74","6","80","52724","0x0012","0","49","5792",0
"1766001144.399415300","0.000025983","1157.575393417","66","6","52724","80","0x0010","0","49","64256",0
"1766001144.401153798","0.001738498","1157.577131915","138","6","52724","80","0x0018","72","49","64256",0
"1766001144.402471471","0.001317673","1157.578449588","66","6","80","52724","0x0010","0","49","5888",0
"1766001144.414203072","0.011731601","1157.590181189","1133","6","80","52724","0x0018","1067","49","5888",0
"1766001144.414239659","0.000036587","1157.590217776","66","6","52724","80","0x0010","0","49","63232",0
"1766001144.415499187","0.001259528","1157.591477304","66","6","52724","80","0x0011","0","49","64000",0
"1766001144.417305288","0.001806101","1157.593283405","66","6","80","52724","0x0011","0","49","5888",0
"1766001144.417328214","0.000022926","1157.593306331","66","6","52724","80","0x0010","0","49","64000",0
"1766001144.427224241","0.009896027","1157.603202358","74","6","52728","80","0x0002","0","50","64240",0
"1766001144.429149937","0.001925696","1157.605128054","74","6","80","52728","0x0012","0","50","5792",0
"1766001144.429185096","0.000035159","1157.605163213","66","6","52728","80","0x0010","0","50","64256",0
"1766001144.430357251","0.001172155","1157.606335368","189","6","52728","80","0x0018","123","50","64256",0
"1766001144.431605112","0.001247861","1157.607583229","66","6","80","52728","0x0010","0","50","5888",0
"1766001144.445677786","0.014072674","1157.621655903","1190","6","80","52728","0x0018","1124","50","5888",0
"1766001144.445778805","0.000101019","1157.621756922","66","6","52728","80","0x0010","0","50","66560",0
"1766001144.447102517","0.001323712","1157.623080634","66","6","52728","80","0x0011","0","50","66560",0
"1766001144.448994658","0.001892141","1157.624972775","66","6","80","52728","0x0011","0","50","5888",0
"1766001144.449013286","0.000018628","1157.624991403","66","6","52728","80","0x0010","0","50","66560",0
"1766001145.079202502","0.630189216","1158.255180619","74","6","52730","80","0x0002","0","51","64240",0
"1766001145.081200441","0.001997939","1158.257178558","74","6","80","52730","0x0012","0","51","5792",0
"1766001145.081245208","0.000044767","1158.257223325","66","6","52730","80","0x0010","0","51","64256",0
"1766001145.082478717","0.001233509","1158.258456834","138","6","52730","80","0x0018","72","51","64256",0
"1766001145.084066971","0.001588254","1158.260045088","66","6","80","52730","0x0010","0","51","5888",0
"1766001145.097492303","0.013425332","1158.273470420","1133","6","80","52730","0x0018","1067","51","5888",0
"1766001145.097535035","0.000042732","1158.273513152","66","6","52730","80","0x0010","0","51","63232",0
"1766001145.098752478","0.001217443","1158.274730595","66","6","52730","80","0x0011","0","51","64000",0
"1766001145.100285143","0.001532665","1158.276263260","66","6","80","52730","0x0011","0","51","5888",0
"1766001145.100314026","0.000028883","1158.276292143","66","6","52730","80","0x0010","0","51","64000",0
"1766001147.156275220","2.055961194","1160.332253337","74","6","52734","80","0x0002","0","52","64240",0
"1766001147.157668316","0.001393096","1160.333646433","74","6","80","52734","0x0012","0","52","5792",0
"1766001147.157828191","0.000159875","1160.333806308","66","6","52734","80","0x0010","0","52","64256",0
"1766001147.158427032","0.000598841","1160.334405149","138","6","52734","80","0x0018","72","52","64256",0
"1766001147.158926753","0.000499721","1160.334904870","66","6","80","52734","0x0010","0","52","5888",0
"1766001147.172137519","0.013210766","1160.348115636","1133","6","80","52734","0x0018","1067","52","5888",0
"1766001147.172174154","0.000036635","1160.348152271","66","6","52734","80","0x0010","0","52","63232",0
"1766001147.173507685","0.001333531","1160.349485802","66","6","52734","80","0x0011","0","52","64000",0
"1766001147.175556984","0.002049299","1160.351535101","66","6","80","52734","0x0011","0","52","5888",0
"1766001147.175586442","0.000029458","1160.351564559","66","6","52734","80","0x0010","0","52","64000",0
"1766001147.493871591","0.318285149","1160.669849708","74","6","52750","80","0x0002","0","53","64240",0
"1766001147.495883049","0.002011458","1160.671861166","74","6","80","52750","0x0012","0","53","5792",0
"1766001147.495916201","0.000033152","1160.671894318","66","6","52750","80","0x0010","0","53","64256",0
"1766001147.499041122","0.003124921","1160.675019239","138","6","52750","80","0x0018","72","53","64256",0
"1766001147.500807705","0.001766583","1160.676785822","66","6","80","52750","0x0010","0","53","5888",0
"1766001147.513504559","0.012696854","1160.689482676","1133","6","80","52750","0x0018","1067","53","5888",0
"1766001147.513541927","0.000037368","1160.689520044","66","6","52750","80","0x0010","0","53","63232",0
"1766001147.515171635","0.001629708","1160.691149752","66","6","52750","80","0x0011","0","53","64000",0
"1766001147.516793278","0.001621643","1160.692771395","66","6","80","52750","0x0011","0","53","5888",0
"1766001147.516812810","0.000019532","1160.692790927","66","6","52750","80","0x0010","0","53","64000",0
"1766001147.528748522","0.011935712","1160.704726639","74","6","52752","80","0x0002","0","54","64240",0
"1766001147.530293720","0.001545198","1160.706271837","74","6","80","52752","0x0012","0","54","5792",0
"1766001147.530462882","0.000169162","1160.706440999","66","6","52752","80","0x0010","0","54","64256",0
"1766001147.531869695","0.001406813","1160.707847812","189","6","52752","80","0x0018","123","54","64256",0
"1766001147.533438359","0.001568664","1160.709416476","66","6","80","52752","0x0010","0","54","5888",0
"1766001147.549695358","0.016256999","1160.725673475","1190","6","80","52752","0x0018","1124","54","5888",0
"1766001147.549794613","0.000099255","1160.725772730","66","6","52752","80","0x0010","0","54","66560",0
"1766001147.551096948","0.001302335","1160.727075065","66","6","52752","80","0x0011","0","54","66560",0
"1766001147.553039933","0.001942985","1160.729018050","66","6","80","52752","0x0011","0","54","5888",0
"1766001147.553061011","0.000021078","1160.729039128","66","6","52752","80","0x0010","0","54","66560",0
"1766001149.199631921","1.646570910","1162.375610038","74","6","37938","80","0x0002","0","55","64240",0
"1766001149.201234205","0.001602284","1162.377212322","74","6","80","37938","0x0012","0","55","5792",0
"1766001149.201971394","0.000737189","1162.377949511","66","6","37938","80","0x0010","0","55","64256",0
"1766001149.202737338","0.000765944","1162.378715455","138","6","37938","80","0x0018","72","55","64256",0
"1766001149.205159539","0.002422201","1162.381137656","66","6","80","37938","0x0010","0","55","5888",0
"1766001149.217449202","0.012289663","1162.393427319","1133","6","80","37938","0x0018","1067","55","5888",0
"1766001149.217485910","0.000036708","1162.393464027","66","6","37938","80","0x0010","0","55","63232",0
"1766001149.218644017","0.001158107","1162.394622134","66","6","37938","80","0x0011","0","55","64000",0
"1766001149.220158856","0.001514839","1162.396136973","66","6","80","37938","0x0011","0","55","5888",0
"1766001149.220178467","0.000019611","1162.396156584","66","6","37938","80","0x0010","0","55","64000",0
"1766001150.581316106","1.361137639","1163.757294223","74","6","37940","80","0x0002","0","56","64240",0
"1766001150.583081831","0.001765725","1163.759059948","74","6","80","37940","0x0012","0","56","5792",0
"1766001150.583301731","0.000219900","1163.759279848","66","6","37940","80","0x0010","0","56","64256",0
"1766001150.584063920","0.000762189","1163.760042037","138","6","37940","80","0x0018","72","56","64256",0
"1766001150.586523089","0.002459169","1163.762501206","66","6","80","37940","0x0010","0","56","5888",0
"1766001150.601181748","0.014658659","1163.777159865","1133","6","80","37940","0x0018","1067","56","5888",0
"1766001150.601209480","0.000027732","1163.777187597","66","6","37940","80","0x0010","0","56","63232",0
"1766001150.602254868","0.001045388","1163.778232985","66","6","37940","80","0x0011","0","56","64000",0
"1766001150.604085646","0.001830778","1163.780063763","66","6","80","37940","0x0011","0","56","5888",0
